,PaperTitle,Year,Journal,FirstAuthorName,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,SampleOtherDescription,SampleMusicianshipDescription,SamplingMethodDescription,FemaleParticipantsNumber,MaleParticipantsNumber,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
285,Correspondence in Perception of the Tritone Paradox and Perfect-Fifth/Perfect-Fourth Intervals,2013,Music Perception,"Ragozzine, Frank",US,US,US,NA,25,NA,NA,university students,NA,course credit,14,11,NA,artificial,NA,experimenter-created,NA,Lizzy,"tritone paradox, perfect fifth, perfect fourth, proximity, octave related complex"
286,Relations Between Musical Structures and Perceived and Felt Emotions,2013,Music Perception,"Kawakami, Ai",Japan,Japan,Japan,NA,24,33.8,9.2,NA,musicians,NA,12,12,NA,NA,Western,experimenter-created,NA,Lizzy ,"musical emotions, perceived/felt emotions, musical structures, minor-key/dissonant/high-note density music, music experience"
287,Influence of Expressive Versus Mechanical Musical Performance on Short-term Memory for Musical Excerpts,2013,Music Perception,"Tillmann, Barbara",France,US,US,NA,86,NA,NA,undergraduate students,musicians,course credit,NA,NA,NA,classical,Western,precomposed,NA,Lizzy,"short-term memory, melodies, binding, expressivity, memory improvement"
288,"Speech, Song, and the Minor Third: An Acoustic Study of the Stylized Interjection",2013,Music Perception,"Day-O'Connell, Jeremy",US,UK,UK,NA,10,NA,NA,NA,NA,paid,5,5,NA,NA,NA,experimenter-created,Participant age ranges instead of means were reported: 18-20/materials were sentences (not musical material),Lizzy,"music and language, minor third interval, calling contour, speech intonation, universals"
289,Cortical Activity During Perception of Musical Pitch: Comparing Musicians and Nonmusicians,2013,Music Perception,"Habibi, Assal",US,US,US,NA,40,20.1; 21.7,NA,NA,musicians; non-musicians,course credit; paid,31,9,NA,classical,Western,experimenter-created,Mean ages given according to musicianship group,Lizzy,"auditory event-related potentials, electroencephalography, pitch perception, music training, pitch deviations"
290,Failure to Apply Signal Detection Theory to the Montreal Battery of Evaluation of Amusia May Misdiagnose Amusia ,2013,Music Perception,"Henry, Molly J.",US,US,US,NA,155,20.6; 20.4,3.3; 3.3,NA,NA,course credit; paid,107,48,15.2;14.5,NA,Western,precomposed,"Mean ages/SD given according to condition; Participants had 4.2;3.9 mean yrs of musical training, but not explicitly stated if they are ""musicians""",Lizzy,"Montreal Battery of Evaluation of Amusia (MBEA); signal detection theory (SDT), amusia, ROC curves, music perception"
291,The Effect of Microtiming Deviations on the Perception of Groove in Short Rhythms ,2013,Music Perception,"Davies, Matthew",Portugal,Portugal,Portugal,NA,32,29.3,6,NA,non-musicians,paid,13,19,NA,artificial,Western,experimenter-created,NA,Lizzy,"groove, microtiming, movement, rhythm, listening experiment"
292,The Effect of Microtiming Deviations on the Perception of Groove in Short Rhythms ,2013,Music Perception,"Davies, Matthew",Portugal,NA,NA,NA,18,38.1,11.5,NA,musicians,volunteer,1,16,NA,artificial,Western,experimenter-created,NA,Lizzy,"groove, microtiming, movement, rhythm, listening experiment"
293,Relationships Between Perceived Emotions in Music and Music-induced Movement ,2013,Music Perception,"Burger, Birgitta",Finland,Finland,Finland,NA,60,24,3.3,NA,musicians; non-musicians,paid,43,17,NA,techno; pop; rock; latin; funk; jazz,Western,precomposed,NA,Lizzy,"music, music-induced movement, motion capture, emotion, circumplex model of affect"
294,Relationships Between Perceived Emotions in Music and Music-induced Movement ,2013,Music Perception,"Burger, Birgitta",Finland,Finland,Finland,NA,34,25.7,5.9,university students,NA,NA,17,17,NA,techno; pop; rock; latin; funk; jazz,Western,precomposed,NA,Lizzy,"music, music-induced movement, motion capture, emotion, circumplex model of affect"
295,An Empirical Study of Historical Patterns in Musical Rhythm: Analysis of German & Italian Classical Music Using the nPVI Equation ,2013,Music Perception,"Daniele, Joseph",US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,Corpus study,Lizzy,"musical rhythm, quantitative musicology, nPVI, historical trends, empirical musicology"
296,Is Higher Music Faster? Pitch–Speed Relationships in Western Compositions,2013,Music Perception,"Broze, Yuri",US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,Corpus study,Lizzy,"musical speed, musical voices, corpus study, pitch height, melody"
297,Is Higher Music Faster? Pitch–Speed Relationships in Western Compositions,2013,Music Perception,"Broze, Yuri",US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,Corpus study,Lizzy,"musical speed, musical voices, corpus study, pitch height, melody"
298,Diachronic Changes in Jazz Harmony: A Cognitive Perspective,2013,Music Perception,"Broze, Yuri",US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jazz,Western,precomposed,Corpus study,Lizzy,"corpus study, style change, implicit learning, transition possibilities, jazz harmony"
299,Auditory Streaming Cues in Eighteenth- and Early Nineteenth-Century String Quartets: A Corpus-Based Study,2013,Music Perception,"Duane, Ben",US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,Corpus study,Lizzy,"auditory stream segregation, hierarchical stream segregation, synchrony, pitch comodulation, spectral overlap"
300,The Use of Large Corpora to Train a New Type of Key-Finding Algorithm: An Improved Treatment of the Minor Mode,2013,Music Perception,"Albrecht, Joshua",US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,Corpus study,Lizzy,"key-finding, algorithm, computational methods, corpus study, minor mode"
301,Building a Representative Corpus of Classical Music,2013,Music Perception,"London, Justin",US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,Corpus study,Lizzy,"corpus, classical music, common practice period, historical styles, genres"
302,The Influence of Different Structural Features on Felt Musical Tension in Two Piano Pieces by Mozart and Mendelssohn ,2013,Music Perception,"Lehne, Moritz",Germany,Germany,Germany,NA,28,25.4,NA,NA,NA,course credit,16,12,NA,classical,Western,precomposed,"some participants had musical experience, but none were specified as musicians or nonmusicians",Lizzy,"musical tension, music-evoked emotion, continuous rating, structural features, loudness"
303,Development and Trial of a Mobile Experience Sampling Method (m-ESM) for Personal Music Listening ,2013,Music Perception,"Randall, William M.",Australia,Australia,Australia,NA,101,24.45,8.28,NA,NA,volunteer,63,38,NA,NA,NA,precomposed,study of everyday music listening- no explicit musical stimuli used,Lizzy,"music, emotion, experience sampling method, mobile phone, application"
304,Musical Imagery and the Planning of Dynamics and Articulation During Performance ,2013,Music Perception,"Bishop, Laura ",Austria,Australia,Australia,NA,29,33; 32.2; 28.4,NA,NA,musicians,course credit; paid,20,9,NA,classical,Western,precomposed,NA,Lizzy,"musical imagery, sensory feedback, expression, planning, musical expertise"
305,Individual Differences in Music Reward Experiences,2013,Music Perception,"Mas-Herrero, Ernest",Spain,Spain,Spain,NA,804,33.9,10,NA,musicians; non-musicians,volunteer,426,328,NA,NA,NA,NA,study used a psychometric instrument to study music and reward experiences,Lizzy,"sensitivity to music, sensitivity to reward, individual differenes, musical reward, music processing"
306,Individual Differences in Music Reward Experiences,2013,Music Perception,"Mas-Herrero, Ernest",Spain,Spain,Spain,NA,605,20.5,3.3,university students,NA,NA,411,194,NA,NA,NA,NA,study used a psychometric instrument to study music and reward experiences,Lizzy,"sensitivity to music, sensitivity to reward, individual differenes, musical reward, music processing"
307,Individual Differences in Music Reward Experiences,2013,Music Perception,"Mas-Herrero, Ernest",Spain,Spain,online,NA,252,25,5,NA,NA,volunteer,164,88,NA,NA,NA,NA,study used a psychometric instrument to study music and reward experiences,Lizzy,"sensitivity to music, sensitivity to reward, individual differenes, musical reward, music processing"
308,Individual Differences in Music Reward Experiences,2013,Music Perception,"Mas-Herrero, Ernest",Spain,Spain,Spain; online,NA,857,NA,NA,NA,NA,NA,575,282,NA,NA,NA,NA,study used a psychometric instrument to study music and reward experiences,Lizzy,"sensitivity to music, sensitivity to reward, individual differenes, musical reward, music processing"
309,Empathy and Emotional Contagion as a Link Between Recognized and Felt Emotions in Music Listening ,2013,Music Perception,"Egermann, Hauke",Germany,Germany,online,NA,3164,32,12,NA,musicians; non-musicians,NA,1329,1835,NA,pop; rock; classical; jazz; latin; folk,Western,precomposed,NA,Lizzy,"emotion, music, emotional contagion, empathy, preference"
310,Loved music can make a listener feel negative emotions,2013,Musicae Scientiae,"Schubert, Emery",Australia,Australia,online,NA,60,22.3,4.6,university students,NA,course credit,27,33,NA,NA,NA,precomposed,"study reports that some participants had taken music lessons, but does not group by musicianship; stimuli were the participants' own",Lizzy,"aesthetic emotions, cognitive theory, emotion locus, empathy, negative emotion in music, preference"
311,Affective reactions to musical stimuli reflect emotional use of music in everyday life,2013,Musicae Scientiae,"Saarikallio, Suvi",Finland,Finland,Finland,NA,44,24.05,3.14,adults,musicians; non-musicians,NA,25,19,NA,pop; rock; classical; jazz; folk; electronic; atonal,Western,precomposed,stimuli were participants' own,Lizzy,"aesthetic responses, affective responses, emotion, mood regulation, music"
312,The ongoing life of participant-composed songs within and beyond the clinical setting,2013,Musicae Scientiae,"Baker, Felicity",Australia,online,US; Australia,NA,45,NA,NA,clinicians,NA,volunteer,32,13,NA,NA,NA,NA,study was a qualitative interview study; no musical stimuli were used,Lizzy,"artefacts, clinical decisions, music therapy, songwriting, therapeutic risk"
313,Orchestra rehearsal strategies: Conductor and performer views,2013,Musicae Scientiae,"Biasutti, Michele",Italy,NA,NA,NA,20,NA,NA,NA,musicians,NA,NA,NA,NA,NA,NA,NA,"participant age ranges were reported instead of means: performers (31 to 35), conductors (35-60); study did not use musical stimuli",Lizzy,"conductor, group study, orchestral performer, performance preparation, rehearsal strategy"
314,Inferring musical structure through bodily gestures,2013,Musicae Scientiae,"MacRitchie, Jennifer",Switzerland,UK,UK,NA,9,NA,NA,university+,musicians,paid,NA,NA,NA,classical,Western,precomposed,NA,Lizzy,"embodiment, gesture, musical structure, phrasing, principal components analysis"
315,Processing musical form: Behavioural and neurocognitive approaches,2013,Musicae Scientiae,"Neuhaus, Christiane",Germany,Germany,Germany,NA,20,25.9,2.29,university students,non-musicians,NA,10,10,NA,classical,Western,precomposed,some melodies sampled from original compositions were slightly modified according to experimental conditions,Lizzy,"anterior N300, chunking, event-related potentials, musical form, musical phrase, pattern"
316,"Flow, identity, achievement, satisfaction and ownership during therapeutic songwriting experiences with university students and retirees",2013,Musicae Scientiae,"Baker, Felicity",Australia,Australia,Australia,NA,27,25.46; 75.25,9.2; 4.6,older adults; university students,musicians; non-musicians,paid,19,8,NA,NA,NA,NA,age means/SD recorded according to group: students; retirees. No stimuli were used; participants completed a songwriting task,Lizzy,"achievement, flow, identity, music therapy, sense of self, songwriting"
317,Adaptive and maladaptive attraction to negative emotions in music,2013,Musicae Scientiae,"Garrido, Sandra",Australia,Australia,online,NA,152,30.9,14.9,patients; undergraduate students,musicians; non-musicians,course credit; volunteer,97,55,NA,NA,NA,NA,no music stimuli were used; study was a survey,Lizzy,"absorption, nostalgia, reflectiveness, rumination, sad music"
318,"When the first impression counts: Music performers, audience and the evaluation of stage entrance behaviour",2013,Musicae Scientiae,"Platz, Friedrich",Germany,Germany,online,NA,1002,38.27,11.97,NA,musicians; non-musicians,volunteer,501,501,NA,classical,Western,precomposed,"mean years of education not explicitly reported, but majority of sample reached post-secondary non tertiary education level; stimuli were videos of musicians' stage entrances and beginnings of their performances, not just auditory stimuli ",Lizzy,"audience, impression management, multilevel latent class analysis, music performance, performance evaluation"
319,Silent music reading: Amateur musicians’ visual processing and descriptive skill,2013,Musicae Scientiae,"Penttinen, Marjaana",Finland,Finland,Finland,NA,37,24,NA,university students,musicians; non-musicians,course credit; volunteer,31,6,NA,folk ,Russia,precomposed,musical stimuli were presented visually,Lizzy,"eye movements, music notation, music reading, musical training, verbal descriptions"
320,The benefit of musical and linguistic expertise on language acquisition in sung material,2013,Musicae Scientiae,"Larrouy-Maestri, Pauline",Belgium,Belgium,Belgium,NA,48,44.75; 28.06; 28.5,NA,NA,musicians; non-musicians,NA,32,16,NA,NA,NA,NA,mean ages reported according to participant group: non-experts of music; music experts; language experts; stimuli of first experiment were pseudowords,Lizzy,"artificial language learning, musical expertise, songs, transfer effects"
