PaperTitle,Year,Journal,FirstAuthorName,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,SampleOtherDescription,SampleMusicianshipDescription,SamplingMethodDescription,FemaleParticipantsNumber,MaleParticipantsNumber,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
"Flow, identity, achievement, satisfaction and ownership during therapeutic songwriting experiences with university students and retirees",2013,Musicae Scientiae,"Baker, Felicity",Australia,Australia,Australia,NA,27,25.46; 75.25,9.2; 4.6,university students and retirees,musicians; non-musicians,paid,19,8,NA,NA,NA,NA,age means/SD recorded according to group: students; retirees. No stimuli were used; participants completed a songwriting task,Lizzy,"achievement, flow, identity, music therapy, sense of self, songwriting"
Adaptive and maladaptive attraction to negative emotions in music,2013,Musicae Scientiae,"Garrido, Sandra",Australia,Australia,online,NA,152,30.9,14.9,"undergraduate music students, students in general music subject, music lovers, depression sufferers",musicians; non-musicians,course credit; volunteer,97,55,NA,NA,NA,NA,no music stimuli were used; study was a survey,Lizzy,"absorption, nostalgia, reflectiveness, rumination, sad music"
"When the first impression counts: Music performers, audience and the evaluation of stage entrance behaviour",2013,Musicae Scientiae,"Platz, Friedrich",Germany,Germany,online,NA,1002,38.27,11.97,NA,musicians; non-musicians,,501,501,NA,classical,Western,precomposed,"mean years of education not explicitly reported, but majority of sample reached post-secondary non tertiary education level; stimuli were videos of musicians' stage entrances and beginnings of their performances, not just auditory stimuli ",Lizzy,"audience, impression management, multilevel latent class analysis, music performance, performance evaluation"
Silent music reading: Amateur musicians’ visual processing and descriptive skill,2013,Musicae Scientiae,"Penttinen, Marjaana",Finland,Finland,Finland,NA,37,24,NA,studying in a Finnish university to become primary school teachers,musicians; non-musicians,course credit; volunteer,31,6,NA,folk ,Russia,precomposed,musical stimuli were presented visually,Lizzy,"eye movements, music notation, music reading, musical training, verbal descriptions"
The benefit of musical and linguistic expertise on language acquisition in sung material,2013,Musicae Scientiae,"Larrouy-Maestri, Pauline",Belgium,Belgium,Belgium,NA,48,44.75; 28.06; 28.5,NA,native french speakers,musicians; non-musicians,NA,32,16,NA,NA,NA,NA,mean ages reported according to participant group: non-experts of music; music experts; language experts; stimuli of first experiment were pseudowords,Lizzy,"artificial language learning, musical expertise, songs, transfer effects"
The benefit of musical and linguistic expertise on language acquisition in sung material,2013,Musicae Scientiae,"Larrouy-Maestri, Pauline",Belgium,Belgium,Belgium,NA,56,35.55; 25.87; 32.65,NA,native french speakers,musicians; non-musicians,volunteer,42,14,NA,NA,NA,experimenter created,mean ages reported according to participant group: non-experts of music; music experts; language experts; stimuli were pitches assigned to syllables,Lizzy,"artificial language learning, musical expertise, songs, transfer effects"
Running in circles or moving along lines: Conceptualization of musical elements in sighted and blind children,2013,Musicae Scientiae,"Antovic, Mihailo",Serbia,US,US,NA,43,NA,NA,sighted and blind 10 year olds attending primary school,NA,NA,NA,NA,NA,NA,Western,experimenter created,participants are stated as from a target age group of 10 year olds but mean age not explicitly stated,Lizzy,"blind, children, metaphor, music, sighted"
Music on the timing grid: The influence of microtiming on the perceived groove quality of a simple drum pattern performance,2013,Musicae Scientiae,"Fruhauf, Jan",Germany,Germany,Germany,NA,93,24.6,NA,music students and professors of music; drummers excluded,NA,volunteer,47,46,NA,rock,Western,experimenter created,stimuli were rhythmic patterns in rock style,Lizzy,"drumming, empirical aesthetics, groove, microtiming, music perception, rhythm"
The octave illusion and handedness: A replication of Deutsch’s 1974 study,2013,Musicae Scientiae,"Oehler, Michael",Germany,Austria; Germany,Austria; Germany,NA,174,29.1,7.3,music students and musicians at university,musicians,NA,85,89,NA,artificial,Western,experimenter created,,Lizzy,"auditory illusion, dichotic, handedness classification, octave illusion, pitch"
Is there a peak in popular music preference at a certain song-specific age? A replication of Holbrook & Schindler’s 1989 study,2013,Musicae Scientiae,"Hemming, Jan",Germany,Germany,Germany,NA,473,33.25,17.4,"from city of Kassel, Germany; people outside of university with varying degrees of education, musical training, and covering a wide age range",non-musicians,NA,266,207,NA,NA,Western,precomposed,stimuli from Germany's annual top hits 1960-2008,Lizzy,"consumer research, generation effect, music preference, replication, U-shaped relationship"
The overrated power of background music in television news magazines: A replication of Brosius’ 1990 study,2013,Musicae Scientiae,"Kopiez, Reinhard",Germany,Germany,online,NA,441,38.79,15.83,consumers; most of ISCED levels  2 and 3,NA,NA,NA,NA,NA,classical,Western,precomposed,NA,Lizzy,"background music, elaboration likelihood model, item response theory, music and manipulation, replication study"
Absolute memory for pitch: A comparative replication of Levitin’s 1994 study in six European labs,2013,Musicae Scientiae,"Frieler, Klaus",Germany,Germany; UK,online,NA,277,25.85,8.56,mostly students,musicians; non-musicians,NA,162,115,NA,NA,Western,precomposed,participants either brought stimuli they were familiar with or chose from a list of popular music,Lizzy,"absolute pitch, collaborative research, music listening, music memory, replication"
Professional identities and motivations of musicians playing in healthcare settings: Cross-cultural evidence from UK and Italy,2013,Musicae Scientiae,"Preti, Costanza",UK,UK,UK;Italy,NA,17,NA,NA,musicians with experience playing in healthcare settings,musicians,NA,10,7,NA,NA,NA,NA,"interview study, no musical stimuli used",Lizzy,"community music, emerging profession, live music in hospitals, live music in paediatrics, music and well-being, musical identities, professionalism"
Exploring microtonal performance of “…Plainte…” by Klaus Huber for viola d’amore in third-tone tuning,2013,Musicae Scientiae,"Knipper, Till",Germany,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,study of pitch accuracy in expert recorded performances of a viola composition; no participant sample ,Lizzy,"intonation, microtonality, performance, tuning, viola d'amore"
Individual differences in mental control predict involuntary musical imagery,2013,Musicae Scientiae,"Beaman, C. Philip",UK,UK,UK,NA,127,20.01,3.19,University of Reading students,,course credit,98,29,NA,NA,NA,NA,study used questionairre; no musical stimuli,Lizzy,"earworms, mental control, musical imagery, schizotypy, thought suppression, White Bear Suppression Inventory"
Musical plausibility: Estimation and synchronisation,2013,Musicae Scientiae,"Hahnel, Tilo",Germany,Germany,Germany,NA,46,NA,NA,NA,musicians; non-musicians,NA,NA,NA,NA,classical,Western,precomposed,NA,Lizzy,"expressive performance, historically informed performance, performance analysis, synchronization, synthetic performance"
Musical plausibility: Estimation and synchronisation,2013,Musicae Scientiae,"Hahnel, Tilo",Germany,Germany,Germany,NA,25,NA,NA,NA,musicians,NA,NA,NA,NA,classical,Western,precomposed,NA,Lizzy,"expressive performance, historically informed performance, performance analysis, synchronization, synthetic performance"
"Extending zygonic theory to analyse patterns of musical influence between children creating pieces of music in groups, in England and Japan",2013,Musicae Scientiae,"Shibazaki, Kagari",UK,Japan; UK,Japan; UK,NA,89,NA,NA,Japanese and English schoolchildren,NA,NA,NA,NA,NA,NA,NA,NA,study examined music created by the participants during the experiment (schoolchildren),Lizzy,"collaborative composition, creativity, improvisation, interaction, music education, zygonic theory"
The influence of on-stage behavior on the subjective evaluation of rock guitar performances,2013,Musicae Scientiae,"Lehmann, Marco",Germany,Germany,NA,NA,12,32.5,10.66,range of professional experience on stage/academic degrees,musicians,volunteer,0,12,NA,rock,Western,precomposed,stimuli were recordings of rock guitar solos,Lizzy,"audio-visual, empirical aesthetics, inter-modal, music perception, music performance, performance evaluation"
Perception of emotional content in musical performances by 3–7-year-old children,2013,Musicae Scientiae,"Stacho, Laszlo",Finland,Finland,Finland,NA,296,4.11; 6.07; 23.93; 23.36,0.45; 0.57; 5.76; 8.28,children and an adult control group (university students studying economics or a similar major or music),musicians; non-musicians,volunteer,152,143,NA,folk; classical,Western,precomposed,"mean ages reported according to specified groups: 3-4 yr olds, 5-7 year olds, adult non-musicians, adult musicians",Lizzy,"development, emotion, emotion perception, music, musical expressivity, music performance"
"Music, bodies and relationships: An ethnographic contribution to embodied cognition studies",2013,Psychology of Music,"Moran, Nikki",UK,UK; India,UK; India,NA,6,NA,NA,North Indian Classical,musicians,NA,NA,NA,NA,NA,NA,NA,qualitative interview study,Lizzy,"enactive cognition, ethnographic, non-verbal communication, North Indian classical music, social interaction"
Perceived performance anxiety in advanced musicians specializing in different musical genres,2013,Psychology of Music,"Papageorgi, Ioulia",UK,UK,UK,NA,244,25.75,9.94,UK music undergraduate students; portfolio career musicians performing or teaching in UK,musicians,NA,134,110,NA,NA,NA,NA,survey-based study; no musical stimuli used,Lizzy,"advanced performance, group performance, musical genre, performance anxiety, solo performance"
"Mindfulness, attention, and flow during music listening: An empirical investigation",2013,Psychology of Music,"Diaz, Frank",US,US,US,NA,132,NA,NA,undergraduate and graduate students enrolled in music classes or ensembles within a large university in the southern portion of the United States,NA,volunteer,NA,NA,NA,classical,Western,precomposed,NA,Lizzy,"aesthetic response, attention, CRDI, flow, mindfulness"
Tonal language background and detecting pitch contour in spoken and musical items,2013,Psychology of Music,"Stevens, Catherine J.",Australia,Australia; Thailand,Australia; Thailand,NA,48,23.8; 23.8,3.9; 8.9,native speakers of Thai studying at Chulalongkorn University in Bangkok; English as a first language and were recruited from Psychology 1 at the University of Western Sydney ,non-musicians,course credit,12,36,NA,NA,Western,experimenter-created,mean ages reported by group: Thai students; Australian students,Lizzy,"contour, fundamental frequency, music perception, pitch perception, Thai speech, tonal language"
Free improvisation and performance anxiety among piano students,2013,Psychology of Music,"Allen, Robert",US,US,US,NA,36,NA,NA,past and current students of the researcher,musicians,NA,18,18,NA,NA,NA,NA,experiment used surveys/ had participants freely improvise,Lizzy,"free improvisation, gender, improvisation, Musical Anxiety Report Scale (MARS), performance anxiety, State-Trait Anxiety Inventory for Children (STAIC)"
Handedness and ‘open-earedness’: Strong right-handers are less likely to prefer less popular musical genres,2013,Psychology of Music,"Christman, Steven",US,US,US,NA,92,NA,NA,undergraduate students from indtroductory psychology class,NA,course credit,67,25,NA,"modern rock, classic rock, heavy metal, alternative rock, modern pop, 80s pop, rap/hip-hop; country, R&B, soul, funk, jazz, blues, bluegrass, folk, avant-garde, world, reggae, electronica, ambient, and house",Western,precomposed,NA,Lizzy,"aesthetic preferences, handedness, individual differences, interhemispheric interaction, music"
Ecological development and validation of a music performance rating scale for five instrument families,2013,Psychology of Music,"Wrigley, William J.",Australia,Australia,Australia,NA,36,NA,NA,conservatoire teaching staff; experienced examiners,NA,NA,NA,NA,NA,NA,NA,NA,qualitative interview study,Lizzy,"accountability, assessment, ecological validity, evaluation, music, performance, rating scale, standards"
Ecological development and validation of a music performance rating scale for five instrument families,2013,Psychology of Music,"Wrigley, William J.",Australia,Australia,Australia,NA,30,NA,NA,examiners from five major instrument families,NA,NA,NA,NA,NA,NA,NA,NA,participants completed performance examinations,Lizzy,"accountability, assessment, ecological validity, evaluation, music, performance, rating scale, standards"
The influences of progression type and distortion on the perception of terminal power chords,2013,Psychology of Music,"Juchniewicz, Jay",US,US,US,NA,50,21.24,2.13,undergraduate music majors from a mid-size southeastern public university.,NA,NA,31,18,NA,NA,Western,experimenter-created,music stimuli were chord progressions found in Western pop/rock songs,Lizzy,"distortion, guitar, musical perception, power chords, tonality"
