PaperTitle,Year,Journal,FirstAuthorName_cleaned,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,FemaleParticipantsNumber,MaleParticipantsNumber,SampleMusicianshipDescription,SamplingMethodDescription,SampleOtherDescription,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
Effects of Emergent-Level Structure on Melodic Processing Difficulty,2015,Music Perception,"Russo, Frank A.",Canada,Canada,NA,NA,30,20.85,NA,22,8,musicians; non-musicians,course credit; paid,undergraduate students,NA,artificial,NA,experimenter-created,,Joshua Schlichting,melody; hierarchical structure; memory; cohesion; expectancy
Style-Dependency of Melodic Expectation: Changing the Rules in Real Time,2015,Music Perception,"Cenkerova, Zuzana",Slovakia,NA,NA,NA,27,27,6.45,10,17,musicians; non-musicians,volunteer,NA,NA,classical,Western,semi-precomposed,,Joshua Schlichting,melody; expectation; statistical learning; Gestalt; interval
Style-Dependency of Melodic Expectation: Changing the Rules in Real Time,2015,Music Perception,"Cenkerova, Zuzana",Slovakia,NA,NA,NA,31,28,5.25,12,19,musicians; non-musicians,volunteer,NA,NA,classical,Western,semi-precomposed,24 of the 31 participants had already participated in experiment 1,Joshua Schlichting,melody; expectation; statistical learning; Gestalt; interval
The Actual vs. Predicted Effects of Intonation Accuracy on Vocal Performance Quality,2015,Music Perception,"Warren, Richard A.",US,US,NA,NA,18,19.8,NA,12,6,NA,course credit,university students,NA,musicals,Western,precomposed,,Joshua Schlichting,intonation; music perception; performance quality; singing; vibrato
The Actual vs. Predicted Effects of Intonation Accuracy on Vocal Performance Quality,2015,Music Perception,"Warren, Richard A.",US,US,NA,NA,44,NA,NA,NA,NA,musicians,paid,university students,NA,childrens,Western,precomposed,,Joshua Schlichting,intonation; music perception; performance quality; singing; vibrato
The Actual vs. Predicted Effects of Intonation Accuracy on Vocal Performance Quality,2015,Music Perception,"Warren, Richard A.",US,US,NA,NA,18,NA,NA,6,12,musicians,NA,NA,NA,childrens,Western,precomposed,,Joshua Schlichting,intonation; music perception; performance quality; singing; vibrato
Quantifying Microtiming Patterning and Variability in Drum Kit Recordings: A Method and Some Data,2015,Music Perception,"Hellmer, Kahl",Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,artificial,NA,experimenter-created,the study used one larger non-acoustical dataset with artificial drum patterns and one smaller acoustical dataset with commercial drumming (mainly rock),Joshua Schlichting,percussion performance; microtiming; timing pattern; groove; timing variability
Sleep Consolidation of Musical Competence,2015,Music Perception,"Van Hedger, Stephen C. ",US,US,NA,NA,16,20.93,2.37,7,9,musicians,NA,NA,NA,classical,Western,experimenter-created,,Joshua Schlichting,"sleep consolidation, piano performance,
conceptual representations; individual differences; motor production"
Sleep Consolidation of Musical Competence,2015,Music Perception,"Van Hedger, Stephen C. ",US,US,NA,NA,11,23.2,8.1,3,8,musicians,NA,NA,NA,classical,Western,experimenter-created,"authors call the second experiment a ""control experiment"" - should it be excluded?",Joshua Schlichting,"sleep consolidation, piano performance,
conceptual representations; individual differences; motor production"
Higher is Faster: Pitch Register and Tempo Preferences,2015,Music Perception,"Tamir-Ostrover, Hila ",US,Israel,NA,NA,67,26.3,7.4,30,37,musicians; non-musicians,paid,university+,NA,artificial,NA,experimenter-created,"Experiment 2 used same participants and similar stimuli as Experiment 1, therefore study was only coded once",Joshua Schlichting,"musical tempo, pitch register, pitch direction; music performance; pitch-time interactions"
Catching Earworms on Twitter: Using Big Data to Study Involuntary Musical Imagery,2015,Music Perception,"Liikkanen, Lassi A.",Finland,online,US,NA,56626,NA,NA,NA,NA,NA,other,NA,NA,NA,NA,NA,"can the 56626 Twitter users be considered the sample size? Sample included users from 173 countries, the ones coded are the ones mentioned in the paper",Joshua Schlichting,"involuntary musical imagery; big data;
methodology; music experiences; social networks"
The Semantics of Musical Topoi: An Empirical Approach,2015,Music Perception,"Huovinen, Erkki",Finland,Finland,Finland,NA,32,24,4,19,13,musicians; non-musicians,NA,university students,NA,classical; pop; rock; techno,Western,precomposed,stimuli: production music satisfying 5 different genres,Joshua Schlichting,meaning; imagery; production music; topos; extramusical
Subjective Rhythmization: A Replication and an Assessment of Two Theoretical Explanations,2015,Music Perception,"Baath, Rasmus",Sweden,Sweden,NA,NA,30,31.6,12.8,9,21,musicians; non-musicians,volunteer,NA,NA,artificial,NA,experimenter-created,,Joshua Schlichting,subjective rhythmization; subjective accentuation; the tick-tock effect; rhythm perception; resonance theory
Stability and Change in Rhythmic Patterning Across a Composer’s Lifetime: A Study of Four Famous Composers Using the nPVI Equation,2015,Music Perception,"Daniele, Joseph R.",US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,,Joshua Schlichting,Rhythm; nPVI; historical musicology; musical rhythm; quantitative musicology; historical trends
"Peer contagion, lenient legal-ethical position, and music piracy intentions in emerging adults: Mindfulness as a protective factor",2015,Musicae Scientiae,"Miranda, Dave",Canada,online,Canada,white,156,19.09,1.41,122,37,NA,course credit,university students,NA,NA,NA,NA,,Joshua Schlichting,emerging adults; ethical reasoning; friends; mindfulness; moderated-mediation; music piracy; peer contagion
Religious and demographic indicators of music preference in a Turkish sample,2015,Musicae Scientiae,"Ok, Uzeyir",Turkey,Turkey,Turkey,NA,259,20.29,2.49,119,140,NA,volunteer,university students,NA,jazz; classical; rock; metal; Turkish folk; Turkish classical; arabesk; religious; rap; pop,Western; Turkey,precomposed,,Joshua Schlichting,adolescence; deconversion; faith; faith development; music genre; music preference; Muslim; openness;  religiosity; Turkish
When they listen and when they watch: Pianists’ use of nonverbal audio and visual cues during duet performance,2015,Musicae Scientiae,"Bishop, Laura",Austria,Austria,NA,NA,16; 15,27.5; 25,8.2; 4,NA,NA,musicians,NA,NA,NA,classical,Western,precomposed,the two sample groups differ in the stimuli they received,Joshua Schlichting,action prediction; ensemble performance; interpersonal coordination; musical expertise; sensorimotor synchronization; musical communication; musical gesture
Music reception and emotional regulation in adolescence and adulthood,2015,Musicae Scientiae,"Leipold, Bernhard",Germany,Germany,NA,NA,521,38,19,318,203,musicians; non-musicians,paid; course credit,NA,NA,NA,NA,NA,"Education: ""Most (70%) had a high level of education with 13 years of schooling; 17% had a medium educational level with 10 years of education, and 13% had a low educational level with 9 years or fewer of schooling""",Joshua Schlichting,accommodation; mood regulation; mood management; music; music reception; rumination
Music reception and emotional regulation in adolescence and adulthood,2015,Musicae Scientiae,"Leipold, Bernhard",Germany,Germany,NA,NA,152,13.92,1.34,66,86,musicians; non-musicians,NA,children,NA,NA,NA,NA,,Joshua Schlichting,accommodation; mood regulation; mood management; music; music reception; rumination
Staff perceptions of live classical music in an urban medical clinic: A qualitative investigation,2015,Musicae Scientiae,"Silverman, Michael",US,US,NA,NA,8,NA,NA,NA,NA,NA,volunteer,NA,NA,NA,NA,precomposed,"music stimuli played on piano, cello and classical guitar",Joshua Schlichting,clinic; live music; music; perception; waiting room
Rater fairness in music performance assessment: Evaluating model-data fit and differential rater functioning,2015,Musicae Scientiae,"Wesolowski, Brian C.",US,NA,NA,NA,23,NA,NA,NA,NA,musicians,NA,NA,NA,jazz,Western,precomposed,,Joshua Schlichting,big band performance; differential rater functioning; invariant measurement theory; item response theory; Many-Facet Partial Credit Model; music performance assessment; music performance evaluation; Rasch model
"The AIRS Test Battery of Singing Skills: Rationale, item types, and lifespan scope",2015,Musicae Scientiae,"Cohen, Annabel J.",Canada,Canada,NA,NA,12,5,NA,NA,NA,musicians; non-musicians,paid; other,children; university students,NA,NA,Western,experimenter-created; precomposed,,Joshua Schlichting,AIRS; Alzheimer’s disease; cross-cultural; dementia; lifespan; longitudinal; pre-school; singing; singing acquisition; voice analysis
"The AIRS Test Battery of Singing Skills: Rationale, item types, and lifespan scope",2015,Musicae Scientiae,"Cohen, Annabel J.",Canada,Canada,NA,NA,8,78.5,4.36,4,4,musicians; non-musicians,NA,patients,NA,NA,Western,experimenter-created; precomposed,,Joshua Schlichting,AIRS; Alzheimer’s disease; cross-cultural; dementia; lifespan; longitudinal; pre-school; singing; singing acquisition; voice analysis
"Favorite songs, melodic elements, and a familiar tune: Performance of children from Brazil and the United States on components of the ATBSS",2015,Musicae Scientiae,"Ilari, Beatriz",US,Brazil,Brazil,NA,24,7.54,0.5,13,11,non-musicians,other,NA,NA,NA,Western,experimenter-created; precomposed,,Joshua Schlichting,AIRS Test Battery of Singing Skills (ATBSS); cross-cultural research; gender; middle childhood; singing; underrepresented groups
"Favorite songs, melodic elements, and a familiar tune: Performance of children from Brazil and the United States on components of the ATBSS",2015,Musicae Scientiae,"Ilari, Beatriz",US,US,NA,other,24,7.04,0.28,12,12,non-musicians,other,NA,NA,NA,Western,experimenter-created; precomposed,,Joshua Schlichting,AIRS Test Battery of Singing Skills (ATBSS); cross-cultural research; gender; middle childhood; singing; underrepresented groups
"Estonian children’s improvisational songs, the nature of performance and songs’ coherence with the Western tonal musical canon",2015,Musicae Scientiae,"Raju, Marju",Estonia,Estonia,Estonia,NA,43,5.5,NA,22,21,NA,NA,NA,NA,NA,Western,semi-precomposed,,Joshua Schlichting,ATBSS; children; rules of children’s songs; song making; Western musical canon
Does non-native language influence learning a melody? A comparison of native English and native Chinese university students on the AIRS Test Battery of Singing Skills,2015,Musicae Scientiae,"Cohen, Annabel J.",Canada,Canada,Canada; China,white; Asian,12; 12,20; 21.58,NA,NA,NA,musicians; non-musicians,NA,NA,NA,NA,Western,semi-precomposed,the song is originally English (Western) but the lyrics were translated into Chinese. Is Origin Country still Western?,Joshua Schlichting,AIRS Test Battery; Chinese; contour; melody; memory; native language; singing; word music integration
The impact of song-specific age and affective qualities of popular songs on music-evoked autobiographical memories (MEAMs),2015,Musicae Scientiae,"Platz, Friedrich",Germany,Germany,NA,NA,48,67.1,6.8,24,24,non-musicians,volunteer,NA,NA,pop,Western,precomposed,,Joshua Schlichting,arousal; music-evoked autobiographical memory; popular music; reminiscence bumb effect; song-specific age; valence
The impact of song-specific age and affective qualities of popular songs on music-evoked autobiographical memories (MEAMs),2015,Musicae Scientiae,"Platz, Friedrich",Germany,Germany,NA,NA,22,66.3,3.7,15,7,non-musicians,NA,NA,NA,pop,Western,precomposed,,Joshua Schlichting,arousal; music-evoked autobiographical memory; popular music; reminiscence bumb effect; song-specific age; valence
"Relationships between performers’ daily social skills, social behaviors in ensemble practice, and evaluations of ensemble performance",2015,Musicae Scientiae,"Kawase, Satoshi",Japan,Japan,NA,NA,64,20.2,0.8,64,0,musicians,volunteer,university students,NA,NA,NA,NA,,Joshua Schlichting,ensemble performance; interpersonal conflict; leadership; musical communication; social behaviors during ensemble practice; social skills
Playing together without communicating? A pre-reflective and enactive account of joint musical performance,2015,Musicae Scientiae,"Schiavio, Andrea ",UK,NA,Denmark,NA,4,NA,NA,NA,NA,musicians,NA,NA,NA,NA,NA,NA,,Joshua Schlichting,collective musical performance; embodied knowledge; enactivism; ensemble; joint attention; joint musical experience; joint performance; musical communication; pre-reflective intentionality
Sound characteristics which affect attributes of the synaesthetic visual experience,2015,Musicae Scientiae,"Orlandatou, Konstantina",Germany,online,NA,NA,22,34.6,NA,18,4,NA,NA,NA,NA,artificial,NA,experimenter-created,,Joshua Schlichting,auditory-visual perception; coloured hearing; sensory perception; sound-colour; synaesthesia
The positive effect of music on source memory,2015,Musicae Scientiae,"Ferreri, Laura ",France,France,France,NA,20,23.3,2.9,13,NA,non-musicians,course credit,undergraduate students,NA,rock,Western,precomposed,"Music stimulus: “Down, Down, Down”by Joe Satriani (1995) is instrumental rock according to Wikipedia --> which genre?",Joshua Schlichting,encoding; episodic memory; item-source memory; memory improvement; background music
Investigating emotional responses to self-selected sad music via self-report and automated facial analysis,2015,Musicae Scientiae,"Weth, Karim",Austria,NA,NA,NA,24,26.33,1.97,15,NA,musicians; non-musicians,NA,NA,NA,classical,Western,precomposed,1 out of 3 stimuli was participant-chosen and therefore varied in genre,Joshua Schlichting,affective responses; basic emotion; continuous evaluation procedure (CEP); emotions; FaceReader; FACS; facial expressions; mixed emotions; nostalgia; sad music; self-report
L’échantillonnage dans l’improvisation : Rencontre de deux instigateurs du free jazz avec un jeune artiste de la scène noise à New York,2015,Musicae Scientiae,"Pras, Amandine",US,US,NA,NA,3,NA,NA,0,3,musicians,NA,NA,NA,jazz,Western,NA,which category of music source applies to jazz improvisation by the participants?,Joshua Schlichting,free improvisation; free jazz; musical recording; noise; studio production
