"","PaperTitle","Year","Journal","FirstAuthorName_cleaned","FirstAuthorCountry","CountryDataCollected","SamplePrimaryCountryofOrigin","Ethnicity","SampleSize","SampleAgeMean","SampleAgeSD","FemaleParticipantsNumber","MaleParticipantsNumber","SampleMusicianshipDescription","SamplingMethodDescription","SampleOtherDescription","MeanYearsEducation","MusicPrimaryGenre","MusicOriginCountry","MusicSource","Comments","CoderName","Keywords"
"244","Positive outcomes following participation in a music intervention for adolescents and young adults on the autism spectrum",2012,"Psychology of Music","Hillier, Ashleigh","US","US",NA,"white","22","18",NA,"4","18","non-musicians","volunteer",NA,NA,NA,NA,NA,"","CS","anxiety; autism spectrum; music intervention; peer relationships; self-esteem"
"245","Sight-reading expertise: Cross-modality integration investigated using eye tracking",2012,"Psychology of Music","Drai-Zerbib,Veronique ","France","France",NA,NA,"25",NA,NA,NA,NA,"musicians","volunteer","university+",NA,"classical","Western","precomposed","","CS","cross-modality; expertise; eye movements; psychology of music; sight-reading"
"246","Musical activities predispose to involuntary musical imagery",2012,"Psychology of Music","Liikkanen, Lassi A.","Finland","online","Finland",NA,"11910","27.8","8.4","8146","3764","musicians; non-musicians","volunteer",NA,NA,NA,NA,NA,"","CS","everyday music; INMI; involuntary memory; involuntary musical imagery; memory for music; musical imagery"
"247","How do “earworms” start? Classifying the everyday circumstances of Involuntary Musical Imagery",2012,"Psychology of Music","Williamson. Victoria J.","UK","UK",NA,NA,"2424",NA,NA,NA,NA,NA,"volunteer",NA,NA,NA,NA,NA,"This study run a feature on BBC morning breakfast show where listeners can contact the presenter to describe their experiences of “earworms. Thus no demographic information is available.","CS","affective states; attention states; everyday music listening; involuntary autobiographical/semantic memory (IAM/ISM); involuntary musical imagery (INMI)"
"248","How do “earworms” start? Classifying the everyday circumstances of Involuntary Musical Imagery",2012,"Psychology of Music","Williamson. Victoria J.","UK","online",NA,NA,"271","36.3","12.13","152","117","non-musicians","volunteer",NA,NA,NA,NA,NA,"","CS","affective states; attention states; everyday music listening; involuntary autobiographical/semantic memory (IAM/ISM); involuntary musical imagery (INMI)"
"249","Individual differences in music consumption are predicted by uses of music and age rather than emotional intelligence, neuroticism, extraversion or openness",2012,"Psychology of Music","Chamorro-Premuzic, Tomas","UK","online","UK","white","535","24.2","7.9","170","365",NA,"other",NA,NA,NA,NA,NA,"Ethnicity not reported as White, asian etc","CS","Big Five; music consumption; trait emotional intelligence; uses of music"
"250","An exploration of musical communication through expressive use of timbre: The performer’s perspective",2012,"Psychology of Music","Holmes, Patricia A.","UK","UK",NA,NA,"1",NA,NA,NA,"1","musicians","volunteer",NA,NA,"classical","Western",NA,"","CS","communication; motivation; performance; perception; structure; timbre"
"251","Epistemic beliefs and self-regulated learning in music students",2012,"Psychology of Music","Nielsen, Siw Graabr¬æk","Norway","Norway",NA,NA,"130","20.8","6.3","71","59","musicians","volunteer","undergraduate students",NA,"classical","Western",NA,"","CS","advanced music students; epistemic beliefs; higher music education; learning strategies; music practice; self-regulated learning"
"252","Eye movements and reading comprehension while listening to preferred and non-preferred study music",2012,"Psychology of Music","Johansson, Roger","Sweden","Sweden","Sweden",NA,"24","27.9","7.7","12","12",NA,"other","university students",NA,"classical; pop; rock; rap","Western","precomposed","","CS","eye movements; music and cognition; music distraction; reading comprehension"
"253","No disadvantage for left-handed musicians: The relationship between handedness, perceived constraints and performance-related skills in string players and pianists",2012,"Psychology of Music","Kopiez, Reinhard","Germany","Germany",NA,NA,"47","22.6","3.6",NA,NA,"musicians","volunteer","university+",NA,NA,NA,NA,"","CS","handedness; music performance; pianists; sensorimotor skills; string players"
"254","No disadvantage for left-handed musicians: The relationship between handedness, perceived constraints and performance-related skills in string players and pianists",2012,"Psychology of Music","Kopiez, Reinhard","Germany","Germany",NA,NA,"19","23.1","2.4",NA,NA,"musicians","volunteer","university students",NA,NA,NA,NA,"","CS","handedness; music performance; pianists; sensorimotor skills; string players"
"255","Sensation-seeking, performance genres and substance use among musicians",2012,"Psychology of Music","Miller, Kathleen E.","US","US",NA,"white","226","27.7",NA,"90","136","musicians","volunteer",NA,NA,NA,NA,NA,"","CS","alcohol abuse; illicit drug use; musical performance genre dimensions; sensation-seeking; smoking"
"256","Toward a better understanding of the relation between music preference, listening behavior, and personality",2012,"Psychology of Music","Dunn, Peter Gregory","Netherlands","Netherlands","Netherlands",NA,"395","36.7","8.93","60","335","musicians; non-musicians","volunteer",NA,NA,"alternative; blues; classical; country; dance; folk; funk; heavy metal; jazz; pop; rap; religious; rock; RnB; soundtracks","Western","precomposed","5 participants did not provide their age; 14 participants did not specify their nationality","CS","Big Five; genre; listening behavior; music preferences; personal preferences; personality"
"257","An empirical exploration of the zygonic model of expectation in music",2012,"Psychology of Music","Thorpe, Michael","UK","UK",NA,NA,"40","34",NA,"24","16","non-musicians","volunteer",NA,NA,NA,"Western",NA,"","CS","adjacency; anticipation; musical structure; recency"
"258","Imagining the music: Methods for assessing musical imagery ability",2012,"Psychology of Music","Clark, Terry","UK","UK; US",NA,NA,"24; 8","22.29","2.2","21","11","musicians","volunteer","university students",NA,"classical","Western","precomposed","","CS","imagery; mental chronometry; mental skills; music education; performance science"
"259","Instrument, gender and musical style associations in young children",2012,"Psychology of Music","Marchall, Nigel A.","UK","UK",NA,NA,"65",NA,NA,"32","33","non-musicians","volunteer","children",NA,NA,NA,"semi-precomposed","","CS","early years; gender associations; musical instruments; musical style; stereotypes"
"260","Pitch perception, working memory, and second-language phonological production",2012,"Psychology of Music","Posedel, James","US","US",NA,NA,"45","18.8","1.12","18","27","non-musicians","course credit","undergraduate students",NA,NA,NA,NA,"","CS","language; music perception; music training; phonology; working memory"
"261","The sign of silence: Negotiating musical identities in an improvising ensemble",2012,"Psychology of Music","Wilson, Graeme B.","UK","UK",NA,NA,"10",NA,NA,"2","8","musicians","volunteer",NA,NA,"jazz","Western",NA,"","CS","discourse; group; identities; improvising; music"
"262","Emotion, engagement and meaning in strong experiences of music performance",2012,"Psychology of Music","Lamont, Alexandra","UK","UK",NA,"white","35","20.6","2.8","27","8","musicians; non-musicians","volunteer",NA,NA,NA,NA,NA,"","CS","emotions; flow; music performance; positive psychology; wellbeing"
"263","Bodily movement and facial actions in expressive musical performance by solo and duo instrumentalists: Two distinctive case studies",2012,"Psychology of Music","Davidson, Jane W.","Australia","Australia",NA,NA,"4",NA,NA,"4","0","musicians","volunteer","university+",NA,NA,"Western","experimenter-created","","CS","body; expression; facial; gesture; performance"
"264","Bodily movement and facial actions in expressive musical performance by solo and duo instrumentalists: Two distinctive case studies",2012,"Psychology of Music","Davidson, Jane W.","Australia","Australia",NA,NA,"1",NA,NA,"1","0","musicians","volunteer","university students",NA,"classical","Western","precomposed","","CS","body; expression; facial; gesture; performance"
"265","The reciprocal relationship between jazz musicians and audiences in live performances: A pilot qualitative study",2012,"Psychology of Music","Brand, Gail","UK","UK",NA,NA,"7",NA,NA,"0","7","musicians","volunteer",NA,NA,"jazz","Western",NA,"","CS","audience effects; audience response; jazz; jazz musicians; live performance"
"266","The reciprocal relationship between jazz musicians and audiences in live performances: A pilot qualitative study",2012,"Psychology of Music","Brand, Gail","UK","UK",NA,NA,"10",NA,NA,"3","7","non-musicians","volunteer",NA,NA,"jazz","Western",NA,"","CS","audience effects; audience response; jazz; jazz musicians; live performance"
"267","The development of practising strategies in young peopl",2012,"Psychology of Music","Hallam, Susan","UK","UK",NA,NA,"3325","13.4","2.7","2027","1225","musicians","volunteer","children",NA,NA,NA,NA,"some didn’t indicate sex","CS","concentration; development; expertise; motivation; practice"
"268","Do prior experience, gender, or level of study influence music students’ perspectives on master classes?",2012,"Psychology of Music","Long, Marion","UK","UK",NA,NA,"351","21.28","2.76","173","177","musicians","volunteer","university students",NA,NA,NA,NA,"","CS","conservatoire curriculum; master classes; postgraduate students; self-regulated learning"
"269","Fast and loud background music disrupts reading comprehension",2012,"Psychology of Music","Thompson, William Forde ","Australia","Australia",NA,NA,"25","19.7",NA,"16","9","non-musicians","volunteer","undergraduate students",NA,"classical","Western","precomposed","","CS","background music; music and cognition; music and reading; reading comprehension"
"270","The effect of musical fit on consumers’ preferences between competing alternate petrols",2012,"Psychology of Music","Yeoh, Joanne P.S.","Malaysia","Malaysia",NA,NA,"90","24.89","9.54",NA,NA,"non-musicians","volunteer","university students",NA,"childrens; rock","Western","precomposed","","CS","choice; consumers; music; preference"
"271","Inside the collaborative inter-arts improvisatory process: Tertiary music students’ perspectives",2012,"Psychology of Music","Blom, Diana","Australia","Australia",NA,NA,"17",NA,NA,"9","8","musicians","volunteer","undergraduate students",NA,NA,NA,NA,"","CS","collaboration; inter-arts; learning; tertiary; transforming existing knowledge; transforming the individual"
"272","Music and moral judgment: The effect of background music on the evaluation of ads promoting unethical behavior",2012,"Psychology of Music","Ziv, Naomi","Israel","Israel",NA,NA,"62","24.93","3.47","37","19","non-musicians","course credit","undergraduate students",NA,"classical","Western","precomposed","","CS","attitudes; involvement; moral judgment; music; persuasion"
"273","Music and moral judgment: The effect of background music on the evaluation of ads promoting unethical behavior",2012,"Psychology of Music","Ziv, Naomi","Israel","Israel",NA,NA,"120","25.5",NA,"86","34",NA,NA,NA,NA,"soul","Western","precomposed","","CS","attitudes; involvement; moral judgment; music; persuasion"
"274","Emotional Connotations of Diatonic Modes ",2013,"Music Perception","Temperley, David","US","US","US",NA,"17",NA,NA,"9","8","non-musicians","paid","undergraduate students",NA,"folk","Western","experimenter-created","music created for study in Eastern European folk style but by US-based experimenters","LG","emotion, modality, scales, happiness, popular music"
"275","The Effect of Timbre and Loudness on Melody Segregation",2013,"Music Perception","Marozeau, Jeremy","Australia","Australia","Australia",NA,"18; 19","31; 32.2","7.2; 7.9","20","17","musicians; non-musicians","volunteer","adults",NA,"artificial","Western","experimenter-created","mean/SD ages reported according to groups: musicians; non-musicians","LG","auditory stream segregation, pychophysics, music training, cochlear implants, hearing impairment"
